VIN,brand,model,trim,manufacture_year,mileage,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state,MPG
 WAU8DAF87KN003426,Audi,A8,L 3.0T,2019,28030, Automatic,AWD,Gas,Black,Brown,0,2,Personaluse,58395,3, FL,23.0
 55SWF4KB4HU180111,Mercedes-Benz,C-Class,C 300 4MATIC Sedan,2017,54771, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,24782,5, FL,27.5
 2LMPJ8LR4JBL29949,Lincoln,MKX,Reserve AWD,2018,49593, Automatic,AWD,Gas,Red,Black,0,3,Fleetuse,32997,4, SC,19.5
 5FNYF6H53LB016266,Honda,Pilot,EX-L AWD,2020,35307, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,37121,2, NC,22.0
 JTEZU5JR9J5184019,Toyota,4Runner,SR5 RWD,2018,23969, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,34500,4, TX,19.0
 1GCWGFFA5E1165553,Chevrolet,Express  ,2500 SWB RWD,2014,177210, Automatic,RWD,Gas,White,Gray,0,3,Personaluse,16500,8, TX,27.0
 KNMAT2MV5KP540418,Nissan,Rogue,SV AWD,2019,17665, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,28995,3, NV,28.5
 2T1BURHE1JC966169,Toyota,Corolla,SE CVT,2018,58197, Automatic,FWD,Gas,White,Black,0,1,Personaluse,19500,4, NC,31.5
 1FTFW1EF0DKD21042,Ford,F-150,XL SuperCrew 6.5' Box 4WD,2013,104203, Automatic,4WD,Gas,Black,Gray,0,3,Personaluse,19499,9, GA,16.5
 2T3W1RFV2LC048423,Toyota,RAV4,XLE FWD,2020,41924, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,29999,2, VA,31.5
 VNKKTUD36HA081031,Toyota,Yaris,L 5-Door Liftback Automatic,2017,75525, Automatic,FWD,Gas,Silver,Black,0,3,Fleetuse,14580,5, UT,32.5
 5NPD84LF6KH411345,Hyundai,Elantra,Value Edition 2.0L Automatic,2019,36121, Automatic,FWD,Gas,Gray,Gray,1,2,Fleetuse,16995,3, TX,32.5
 5UXTR9C50KLD95816,BMW,X3,xDrive30i AWD,2019,11950, Automatic,AWD,Gas,Gray,Brown,0,1,Personaluse,41995,3, FL,25.5
 5NPD84LFXKH459110,Hyundai,Elantra,SEL 2.0L Automatic,2019,89929, Automatic,FWD,Gas,White,Black,0,1,Personaluse,16777,3, CA,32.5
 5YFEPRAE4LP038518,Toyota,Corolla,LE CVT,2020,33136, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,20998,2, CA,34.0
 1C4PJMDX7KD441615,Jeep,Cherokee,Limited 4WD,2019,30019, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,29700,3, MD,23.0
 KM8J2CA45KU877267,Hyundai,Tucson,SE AWD,2019,69363, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,22497,3, MO,23.5
 5N1AT2MV4JC820185,Nissan,Rogue,SL AWD,2018,37310, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,24349,4, TX,28.5
 1GCRKPE04BZ101687,Chevrolet,Silverado 1500,WT Extended Cab Long Box 4WD,2011,151950, Automatic,4WD,Gas,Blue,Gray,1,2,Personaluse,13500,11, TX,18.0
 1GNKVGKD0HJ180760,Chevrolet,Traverse,LT with 1LT AWD,2017,60021, Automatic,AWD,Gas,Gray,Black,0,3,Personaluse,23997,5, TX,18.5
 WBAJA7C5XKWW24077,BMW,5 ,530i xDrive,2019,18299, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,43905,3, PA,28.0
 5N1AZ2MS2KN141896,Nissan,Murano,S AWD,2019,45539, Automatic,AWD,Gas,Gray,Gray,0,1,Personaluse,25514,3, TX,24.5
 1N4AL3AP1FN887960,Nissan,Altima,2.5 S,2015,60474, Automatic,FWD,Gas,Blue,Black,0,3,Personaluse,14799,7, NC,32.5
 1G1ZD5ST6LF089115,Chevrolet,Malibu,LT,2020,48530, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,22998,2, NC,32.5
 1HGCR2F55GA014774,Honda,Accord,Sport Sedan I4 CVT,2016,78446, Automatic,FWD,Gas,Gray,Black,0,2,Fleetuse,19400,6, ID,30.5
 WDDZF4KB7KA525054,Mercedes-Benz,E-Class,E 300 Sedan 4MATIC,2019,27177, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,42550,3, VA,25.0
 1FTEW1E80HFC04959,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2017,66741, Automatic,4WD,Gas,Silver,Gray,0,4,Personaluse,32770,5, NY,20.0
 1FTFX1EF3DKE43374,Ford,F-150,STX SuperCab 6.5' Box 4WD,2013,104595, Automatic,4WD,Gas,Black,Gray,0,3,Personaluse,18577,9, TN,18.5
 4T1B11HK0KU781269,Toyota,Camry,SE Automatic,2019,47787, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,25939,3, TX,33.5
 5TDDZRFH1HS408640,Toyota,Highlander,Limited V6 AWD,2017,69745, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,30000,5, WA,23.0
 JA4AZ3A34LJ000810,Mitsubishi,Outlander,SEL S-AWC,2020,53104, Automatic,4WD,Gas,Black,Black,0,1,Fleetuse,21991,2, AZ,26.5
 WDC0G4KB6KF655436,Mercedes-Benz,GLC,GLC 300 4MATIC,2019,44694, Automatic,AWD,Gas,White,Black,0,2,Personaluse,35500,3, MD,24.5
 1GKKNXLS0KZ301192,GMC,Acadia,Denali AWD,2019,62770, Automatic,AWD,Gas,White,Black,0,1,Personaluse,33490,3, ID,21.0
 KNMAT2MT8KP545093,Nissan,Rogue,S FWD,2019,15498, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,25995,3, CA,29.5
 JTHGZ5DC6M5011226,Lexus,RC,RC 350 F SPORT AWD,2021,2184, Automatic,AWD,Gas,White,Black,0,1,Personaluse,53726,1, CA,22.5
 1GCRKSE7XDZ381117,Chevrolet,Silverado 1500,LT Extended Cab Standard Box 4WD,2013,142900, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,16995,9, NJ,15.5
 WDC0G4KB2KF630789,Mercedes-Benz,GLC,GLC 300 4MATIC,2019,25348, Automatic,AWD,Gas,White,Black,0,1,Personaluse,38576,3, TX,24.5
 1FTEX1RG5JFB22553,Ford,F-150,Raptor SuperCab 5.5' Box 4WD,2018,59328, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,52900,4, MT,16.5
 2GNAXKEV9K6259345,Chevrolet,Equinox,LT with 1LT FWD,2019,70099, Automatic,FWD,Gas,Gray,Black,0,2,Fleetuse,22997,3, TX,29.0
 W1KWF8EB1MR652392,Mercedes-Benz,C-Class,C 300 Sedan 4MATIC,2021,55, Automatic,AWD,Gas,Black,Black,0,3,Personaluse,45000,1, OH,26.5
 1GNSKAKC8FR711862,Chevrolet,Tahoe,LS 4WD,2015,109977, Automatic,4WD,Gas,Black,Black,2,2,Personaluse,25999,7, AZ,19.0
 KNMAT2MV7HP562770,Nissan,Rogue,S AWD,2017,86794, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,17122,5, FL,28.5
 1N4AL3AP1GN313702,Nissan,Altima,2.5 S,2016,59382, Automatic,FWD,Gas,White,Black,2,2,Fleetuse,15995,6, FL,33.0
 WP1AA2A59LLB03023,Porsche,Macan,AWD,2020,21903, Automatic,AWD,Gas,Black,Gray,0,1,Fleetuse,50000,2, FL,21.0
 JN8AT2MT1LW018377,Nissan,Rogue,SV FWD,2020,11275, Automatic,FWD,Gas,Gray,Black,1,1,Personaluse,27995,2, NV,29.5
 1C6SRFDT4KN795427,Ram,1500,"Laramie Quad Cab 6'4"" Box 4WD",2019,49378, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,40998,3, MI,21.5
 WDDZF4KB7KA510344,Mercedes-Benz,E-Class,E 300 Sedan 4MATIC,2019,27000, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,43500,3, OK,25.0
 3C6RR7LTXGG254162,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2016,110397, Automatic,4WD,Gas,White,Brown,0,4,Personaluse,25500,6, CA,19.5
 1VWAP7A35DC064828,Volkswagen,Passat,S Sedan Auto (PZEV),2013,87862, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,12000,9, TX,26.5
 3FA6P0HD5KR111505,Ford,Fusion,SE FWD,2019,91380, Automatic,FWD,Gas,White,Black,2,1,Fleetuse,17288,3, NV,28.5
 WA1ANAFY5K2023087,Audi,Q5,Premium,2019,20707, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,35389,3, CA,24.5
 1FT7W2B62KEC28601,Ford,Super Duty F-250,XLT 4WD Crew Cab 6.75' Box,2019,43676, Automatic,4WD,Gas,Red,Gray,0,1,Personaluse,49888,3, GA,22.0
 1G1BE5SM5H7177694,Chevrolet,Cruze,LT with 1SD Sedan Automatic,2017,90575, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,13717,5, PA,35.0
 2C3CCABG6DH547381,Chrysler,300,S RWD,2013,124551, Automatic,RWD,Gas,Black,Black,1,2,Personaluse,11990,9, NY,25.0
 1C6JJTBGXML524328,Jeep,Gladiator,Rubicon,2021,17349, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,52102,1, VA,19.5
 1C4NJPBA3GD811599,Jeep,Patriot,Sport FWD,2016,104072, Automatic,FWD,Gas,Blue,Gray,1,2,Personaluse,11000,6, MT,26.5
 3KPA24AD2LE296304,Kia,Rio,S Sedan IVT,2020,48141, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,18497,2, ND,37.0
 LYV102RL2KB233283,Volvo,XC60,T5 Inscription AWD,2019,37400, Automatic,AWD,Gas,Blue,Brown,0,1,Personaluse,37995,3, KS,23.5
 JTJBZMCA4H2029623,Lexus,RX,RX 350 AWD,2017,32751, Automatic,AWD,Gas,White,Black,1,1,Personaluse,37566,5, FL,22.5
 1C4RJFJM7FC853236,Jeep,Grand Cherokee,Summit 4WD,2015,57219, Automatic,4WD,Diesel,Brown,Black,0,2,Personaluse,28500,7, TX,20.5
 4S4BSAFC0K3227633,Subaru,Outback,2.5i Premium,2019,56652, Automatic,AWD,Gas,Black,Beige,0,1,Fleetuse,23000,3, FL,28.5
 3GCUKREC9JG497744,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,2018,82058, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,31111,4, TX,19.5
 1C4RJFAGXKC687136,Jeep,Grand Cherokee,Altitude 4WD,2019,29231, Automatic,4WD,Gas,White,Black,1,1,Personaluse,33495,3, KS,21.5
 1C4RJFAG8JC453723,Jeep,Grand Cherokee,Laredo E 4WD,2018,98850, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,24950,4, OR,21.5
 4JGDF6EE1GA665786,Mercedes-Benz,GL,GL 450 4MATIC,2016,108150, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,26500,6, ID,19.0
 4S4BSALC4F3280121,Subaru,Outback,2.5i Limited (PZEV),2015,102000, Automatic,AWD,Gas,Blue,Beige,0,1,Personaluse,18888,7, TN,29.0
 3FA6P0D93KR123931,Ford,Fusion,Titanium AWD,2019,69120, Automatic,AWD,Gas,Gray,Brown,0,2,Personaluse,24998,3, IL,24.5
 1G1ZD5ST9LF051006,Chevrolet,Malibu,LT,2020,70991, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,22500,2, TX,32.5
 JTDEPRAE4LJ007306,Toyota,Corolla,LE CVT,2020,25338, Automatic,FWD,Gas,Black,Gray,1,1,Personaluse,22000,2, NC,34.0
 2FMPK4K9XKBB48522,Ford,Edge,Titanium AWD,2019,34239, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,31750,3, FL,24.5
 3C4NJDCB4JT264124,Jeep,Compass,Limited 4WD,2018,29809, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,26699,4, OH,26.0
 1G11Z5S32KU106453,Chevrolet,Impala,LT with 1LT,2019,74556, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,20000,3, FL,25.5
 WBA5R7C59KAJ80990,BMW,3 ,330i xDrive Sedan,2019,30790, Automatic,AWD,Gas,Gray,Beige,0,2,Personaluse,36332,3, NC,29.5
 1FTFW1E14JFE25509,Ford,F-150,Platinum SuperCrew 5.5' Box 4WD,2018,28306, Automatic,4WD,Diesel,Black,Black,0,1,Personaluse,51569,4, FL,19.0
 WBA3R5C55FK372547,BMW,4 ,435i xDrive Coupe,2015,60331, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,25997,7, FL,25.0
 3TYCZ5AN3MT050375,Toyota,Tacoma,TRD Off Road Double Cab 5' Bed V6 4WD Manual,2021,5581, Manual,4WD,Gas,Gray,Gray,0,1,Personaluse,42000,1, FL,18.5
 WBAXH5C57DDW13143,BMW,5 ,528i xDrive Sedan AWD,2013,69468, Automatic,AWD,Gas,Black,Beige,1,4,Personaluse,14995,9, NY,27.5
 1C4RJFBG1JC134579,Jeep,Grand Cherokee,Limited 4WD,2018,71269, Automatic,4WD,Gas,Red,Black,1,2,Personaluse,28922,4, MD,21.5
 1G1BC5SM7H7119138,Chevrolet,Cruze,LS with 1SB Sedan Automatic,2017,101550, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,12999,5, CO,35.0
 55SWF8EB2KU293436,Mercedes-Benz,C-Class,C 300 Sedan 4MATIC,2019,16367, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,38500,3, OH,26.5
 3FA6P0H79KR209964,Ford,Fusion,SE FWD,2019,38054, Automatic,FWD,Gas,Gray,Black,0,1,Fleetuse,18995,3, FL,28.5
 3C4PDCAB2JT532407,Dodge,Journey,SE FWD,2018,67264, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,15744,4, NC,22.0
 1FTFW1E5XMFD14406,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2021,5848, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,47357,1, TX,20.5
 5N3AA08C18N908006,INFINITI,QX56,4WD,2008,126002, Automatic,4WD,Gas,Silver,Gray,0,6,Personaluse,11995,14, FL,14.5
 WDC0G4KB2JV021612,Mercedes-Benz,GLC,GLC 300 4MATIC SUV,2018,79439, Automatic,AWD,Gas,Gray,Black,1,3,Personaluse,29000,4, VA,24.5
 KNMAT2MV0HP505746,Nissan,Rogue,SV AWD,2017,70818, Automatic,AWD,Gas,Green,Black,0,2,Fleetuse,19500,5, CA,28.5
 5N1DL0MM0JC527988,INFINITI,QX60,3.5 AWD,2018,46440, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,30739,4, ID,22.5
 1FTEW1E56JFE74242,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2018,54487, Automatic,4WD,Gas,Red,Beige,0,1,Personaluse,36900,4, FL,20.5
 1HGCR2F59EA285009,Honda,Accord,Sport Sedan I4 CVT,2014,123877, Automatic,FWD,Gas,Silver,Black,0,2,Fleetuse,14500,8, GA,30.0
 1C6SRFCT4KN532842,Ram,1500,"Tradesman Quad Cab 6'4"" Box 4WD",2019,125041, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,23995,3, FL,21.5
 2HKRW2H50JH638108,Honda,CR-V,EX AWD,2018,61961, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,25999,4, VA,29.5
 1FTEW1EP9MKD77890,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2021,8223, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,50000,1, TX,20.5
 5TDDZRFHXJS487683,Toyota,Highlander,Limited V6 AWD,2018,63682, Automatic,AWD,Gas,Red,Black,0,1,Personaluse,33950,4, PA,23.0
 1N4AL3AP1FN354443,Nissan,Altima,2.5 S,2015,79902, Automatic,FWD,Gas,White,Black,2,2,Personaluse,14999,7, CA,32.5
 5YFEPMAE9MP194879,Toyota,Corolla,LE CVT,2021,31586, Automatic,FWD,Gas,Silver,Gray,0,1,Fleetuse,21995,1, FL,34.0
 JTHCE1BL9FA002262,Lexus,GS,GS 350 AWD,2015,121197, Automatic,AWD,Gas,Gray,Black,0,3,Fleetuse,20985,7, NC,22.5
 1C6RR7TT9FS783142,Ram,1500,"Big Horn Crew Cab 6'4"" Box 4WD",2015,110256, Automatic,4WD,Gas,Blue,Gray,0,2,Personaluse,22034,7, FL,18.0
 1GNERFKW0LJ193482,Chevrolet,Traverse,LS with 1LS FWD,2020,44562, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,29549,2, SC,22.5
 1GKS2BKC9FR135427,GMC,Yukon,SLT 4WD,2015,75350, Automatic,4WD,Gas,Purple,Black,0,1,Personaluse,32995,7, NC,19.0
 1C4RJFJT0HC675132,Jeep,Grand Cherokee,Summit 4WD,2017,92787, Automatic,4WD,Gas,Gray,Gray,1,3,Personaluse,28500,5, NC,21.5
 1C6RR7FT5GS292371,Ram,1500,"Express Quad Cab 6'4"" Box 4WD",2016,109811, Automatic,4WD,Gas,White,Gray,0,3,Fleetuse,24998,6, TX,19.5
 1C4RJKDG6M8185167,Jeep,Grand Cherokee,L Overland 4WD,2021,12879, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,56000,1, PA,21.5
 4JGDF6EE7KB238180,Mercedes-Benz,GLS,GLS 450 4MATIC SUV,2019,50862, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,52800,3, TX,20.5
 WDDGF8AB0DR266959,Mercedes-Benz,C-Class,C 300 4MATIC Sport Sedan,2013,77300, Automatic,AWD,Gas,Black,Red,0,3,Personaluse,17500,9, TX,24.0
 3N1AB7AP9HY254782,Nissan,Sentra,SV CVT,2017,97387, Automatic,FWD,Gas,Silver,Black,1,2,Fleetuse,12238,5, MO,33.0
 SALWG2RU4KA862568,Land Rover,Rover Range Rover Sport,Turbo i6 MHEV SE,2019,28031, Automatic,4WD,Diesel,Silver,Black,0,1,Personaluse,59620,3, TX,22.0
 WBAYF8C51FD653894,BMW,7 ,750Li xDrive,2015,35449, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,32990,7, FL,20.0
 3TMDZ5BN7HM024169,Toyota,Tacoma,SR5 Double Cab 6.1' Bed V6 4WD Automatic,2017,55084, Automatic,4WD,Gas,Gray,Gray,0,3,Fleetuse,31600,5, NE,20.5
 5FPYK3F62KB003424,Honda,Ridgeline,RTL-T AWD,2019,40071, Automatic,AWD,Gas,White,Black,0,2,Personaluse,34789,3, MI,21.5
 5TFSZ5AN3HX058516,Toyota,Tacoma,TRD Off Road Access Cab 6.1' Bed V6 4WD Automatic,2017,113920, Automatic,4WD,Gas,Red,Gray,0,1,Personaluse,27492,5, TN,20.5
 3N1AB7AP7DL642326,Nissan,Sentra,SR CVT,2013,91087, Automatic,FWD,Gas,Black,Black,0,3,Personaluse,9595,9, CA,34.5
 WA1VAAF78KD023531,Audi,Q7,Prestige 3.0,2019,26516, Automatic,AWD,Gas,White,Black,0,1,Personaluse,53000,3, VA,22.0
 19XFB2F5XDE010535,Honda,Civic,LX Sedan Automatic,2013,102711, Automatic,FWD,Gas,White,Black,0,3,Personaluse,12599,9, FL,33.5
 5NPD74LF6KH456871,Hyundai,Elantra,SE 2.0L Automatic,2019,91031, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,15500,3, CA,33.5
 JF2SHADC6DH441104,Subaru,Forester,2.5X Premium Auto,2013,145394, Automatic,AWD,Gas,White,Gray,0,2,Personaluse,10000,9, CA,24.0
 KNMAT2MVXLP500644,Nissan,Rogue,SV AWD,2020,69509, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,22899,2, TX,28.5
 5N1AT2MV5KC829804,Nissan,Rogue,S AWD,2019,13258, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,24998,3, CA,28.5
 3N1CN7AP1KL878449,Nissan,Versa,SV Sedan CVT,2019,37652, Automatic,FWD,Gas,Black,Black,1,1,Personaluse,16500,3, TX,35.0
 3N1AB7AP5KY397073,Nissan,Sentra,S CVT,2019,45252, Automatic,FWD,Gas,Silver,Black,1,2,Fleetuse,18250,3, ID,31.0
 WDDGF8AB3ER302127,Mercedes-Benz,C-Class,C 300 4MATIC Sport Sedan,2014,48990, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,20995,8, NJ,23.5
 5N1AL0MM1DC341500,INFINITI,JX35,AWD,2013,122523, Automatic,AWD,Gas,Black,Gray,0,3,Personaluse,14999,9, MO,20.0
 WAUGFAFC5FN033170,Audi,A6,Premium Plus Sedan 2.0T quattro,2015,123023, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,13999,7, LA,24.5
 2C3CDXCT2HH511334,Dodge,Charger,R/T RWD,2017,38785, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,29900,5, GA,20.5
 5J8TB4H56FL024570,Acura,RDX,AWD with Technology Package,2015,128850, Automatic,AWD,Gas,White,Beige,0,2,Fleetuse,16800,7, TX,23.0
 1C4RJFBG5KC841234,Jeep,Grand Cherokee,Limited 4WD,2019,38373, Automatic,4WD,Gas,White,Black,0,1,Personaluse,33500,3, FL,21.5
 1FMCU9GD9JUB05432,Ford,Escape,SE 4WD,2018,71602, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,19817,4, IN,25.0
 3N1AB7AP2JY333619,Nissan,Sentra,S CVT,2018,67898, Automatic,FWD,Gas,Black,Black,0,3,Fleetuse,14799,4, CA,33.0
 JA4AZ3A32LZ034715,Mitsubishi,Outlander,SEL S-AWC,2020,46301, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,22991,2, CO,26.5
 5TDJZRFH4KS574175,Toyota,Highlander,XLE V6 AWD,2019,34708, Automatic,AWD,Gas,Black,Beige,1,2,Personaluse,36800,3, AZ,23.0
 2LMDJ8JK6DBL17007,Lincoln,MKX,AWD,2013,38377, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,19988,9, FL,20.0
 4T1K61AK9NU007568,Toyota,Camry,XSE Automatic FWD,2022,6682, Automatic,FWD,Gas,White,Red,0,1,Personaluse,39000,0, FL,32.5
 5N1AT2MT0LC742196,Nissan,Rogue,S FWD,2020,6479, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,27995,2, VA,29.5
 5XYP3DHC8NG269814,Kia,Telluride,EX AWD,2022,743, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,52000,0, IN,21.5
 1FM5K8GT0FGA83519,Ford,Explorer,Sport 4WD,2015,109480, Automatic,4WD,Gas,Black,Black,0,1,Fleetuse,21350,7, FL,19.0
 1FTEW1EPXFFB54074,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2015,103476, Automatic,4WD,Gas,Black,Gray,0,2,Personaluse,24000,7, CA,20.0
 1C6JJTBG7LL144748,Jeep,Gladiator,Rubicon,2020,17510, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,52800,2, WI,19.5
 1FM5K8D88JGA29913,Ford,Explorer,XLT 4WD,2018,120115, Automatic,4WD,Gas,Red,Black,0,2,Fleetuse,21998,4, IL,19.0
 1FTBR1Y83LKA71300,Ford,Transit  ,"T-250 130"" Low Roof 9070 GVWR RWD",2020,23034, Automatic,RWD,Gas,White,Gray,0,2,Personaluse,44991,2, FL,24.0
 SALCP2FX6LH833812,Land Rover,Rover Discovery Sport,SE,2020,34769, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,37800,2, KS,21.5
 WAUVGAFHXAN014820,Audi,S5,Prestige Cabriolet,2010,89500, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,18995,12, FL,21.5
 1FTFW1R65EFC89693,Ford,F-150,SVT Raptor SuperCrew 5.5' Box 4WD,2014,120400, Automatic,4WD,Gas,White,Black,0,1,Personaluse,36995,8, FL,13.5
 1GCUYEEDXKZ125184,Chevrolet,Silverado 1500,RST Crew Cab Short Box 4WD,2019,86359, Automatic,4WD,Gas,White,Black,0,2,Personaluse,38990,3, GA,20.5
 1C6HJTAG7ML562003,Jeep,Gladiator,Willys Sport,2021,14744, Automatic,4WD,Gas,White,Black,0,1,Personaluse,41991,1, GA,19.5
 1FTEW1E80FKE11629,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2015,109108, Automatic,4WD,Gas,Red,Gray,0,1,Fleetuse,23850,7, FL,20.0
 5TFUY5F17AX104033,Toyota,Tundra,Double Cab 6.5' Bed 5.7L V8 4WD,2010,114200, Automatic,4WD,Gas,Silver,Gray,0,1,Personaluse,19995,12, NJ,15.0
 KMHD74LF1HU091851,Hyundai,Elantra,SE 2.0L Sedan Automatic (Ulsan) (PZEV),2017,117571, Automatic,FWD,Gas,Black,Gray,0,1,Personaluse,13000,5, KS,33.5
 WBA8A3C50JA357888,BMW,3 ,320i xDrive Sedan,2018,36855, Automatic,AWD,Gas,White,Beige,0,2,Personaluse,28004,4, TX,28.5
 SALGS2SV7KA542697,Land Rover,Rover Range Rover,HSE V6 Supercharged SWB,2019,67002, Automatic,4WD,Diesel,White,Brown,0,1,Personaluse,69000,3, PA,20.0
 JTMRFREV0HD203523,Toyota,RAV4,XLE AWD,2017,98530, Automatic,AWD,Gas,White,Black,0,1,Personaluse,20600,5, TN,25.0
 5UXTR9C56KLP89477,BMW,X3,xDrive30i AWD,2019,28543, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,40110,3, IL,25.5
 2T2HZMDA0MC270422,Lexus,RX,RX 350 AWD,2021,25864, Automatic,AWD,Gas,White,Brown,0,1,Personaluse,48000,1, CA,22.5
 1G1FB1RS8J0110139,Chevrolet,Camaro,LT with 1LT Coupe,2018,95012, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,20995,4, TX,26.5
 5N1DR2CM9LC590635,Nissan,Pathfinder,SL 4WD,2020,52650, Automatic,4WD,Gas,Green,Black,0,1,Fleetuse,26991,2, CA,23.5
 5J8TB4H50DL016686,Acura,RDX,AWD with Technology Package,2013,92252, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,16999,9, NC,23.0
 1C6SRFFT2MN531705,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2021,11081, Automatic,4WD,Gas,Red,Gray,1,1,Personaluse,43000,1, FL,21.5
 KNDPM3AC4M7903780,Kia,Sportage,LX FWD,2021,24251, Automatic,FWD,Gas,Black,Black,0,1,Fleetuse,23991,1, TN,26.5
 1C4PJMLB1KD402377,Jeep,Cherokee,Latitude Plus 4WD,2019,19354, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,27388,3, TX,25.0
 1G1ZD5STXLF117255,Chevrolet,Malibu,LT,2020,41272, Automatic,FWD,Gas,White,Black,0,1,Personaluse,21497,2, TN,32.5
 5UXCR6C07N9J75753,BMW,X5,xDrive40i,2022,18965, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,67381,0, GA,23.0
 1HGCR2F51DA189387,Honda,Accord,Sport Sedan I4 CVT,2013,190660, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,9000,9, FL,30.5
 1FTFX1EF0DFA92156,Ford,F-150,XLT SuperCab 6.5' Box 4WD,2013,129977, Automatic,4WD,Gas,Green,Gray,0,2,Personaluse,16999,9, TX,18.5
 JTJDZKCA7J2001916,Lexus,RX,RX 350L Premium AWD,2018,38176, Automatic,AWD,Gas,White,Black,0,2,Personaluse,40050,4, PA,21.5
 3FA6P0H75HR414173,Ford,Fusion,SE FWD,2017,58736, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,17988,5, VA,26.5
 3VWLL7AJ3DM362103,Volkswagen,Jetta,TDI Sedan DSG (ALT),2013,69756, Automatic,FWD,Diesel,Silver,Black,0,2,Personaluse,12500,9, TX,36.0
 1V2MR2CA0KC540732,Volkswagen,Atlas,V6 SEL 3.6L 4MOTION,2019,53051, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,34500,3, PA,20.0
